,steps,words,feedback,ncands
84,2,"['tores', 'start']","['YXYXY', 'GGGGG']","[12, 12]"
85,3,"['tores', 'eater', 'greet']","['YXYGX', 'YXYGY', 'GGGGG']","[15, 2, 2]"
86,5,"['tores', 'rower', 'hover', 'poker', 'goner']","['XGYGX', 'YGXGG', 'XGXGG', 'XGXGG', 'GGGGG']","[19, 10, 5, 3, 3]"
87,4,"['tores', 'woven', 'modem', 'golem']","['XGXGX', 'XGXGX', 'YGXGG', 'GGGGG']","[19, 5, 1, 1]"
88,4,"['tores', 'stint', 'pasty', 'lusty']","['YXXXY', 'YYXXY', 'XXGGG', 'GGGGG']","[58, 8, 4, 4]"
89,3,"['tores', 'wooly', 'loopy']","['XGXXX', 'XGGYG', 'GGGGG']","[79, 1, 1]"
90,3,"['tores', 'donor', 'round']","['XGYXX', 'YGYYY', 'GGGGG']","[19, 1, 1]"
91,4,"['tores', 'tatty', 'await', 'audit']","['YXXXX', 'YYYYX', 'GXYGG', 'GGGGG']","[87, 9, 2, 2]"
92,3,"['tores', 'canny', 'lying']","['XXXXX', 'XXYGY', 'GGGGG']","[246, 3, 3]"
93,4,"['tores', 'canny', 'mamma', 'gamma']","['XXXXX', 'XGXXX', 'YGGGG', 'GGGGG']","[246, 11, 1, 1]"
94,3,"['tores', 'brood', 'labor']","['XYYXX', 'YYYGX', 'GGGGG']","[74, 2, 2]"
95,3,"['tores', 'sleet', 'islet']","['YXXGY', 'YYYGG', 'GGGGG']","[11, 1, 1]"
96,4,"['tores', 'canny', 'click', 'civic']","['XXXXX', 'GXXXX', 'GXYYX', 'GGGGG']","[246, 14, 2, 2]"
97,2,"['tores', 'forge']","['XGGYX', 'GGGGG']","[5, 5]"
98,3,"['tores', 'worry', 'corny']","['XGGXX', 'XGGYG', 'GGGGG']","[15, 3, 3]"
99,3,"['tores', 'motto', 'moult']","['YGXXX', 'GGYYY', 'GGGGG']","[21, 2, 2]"
100,4,"['tores', 'sassy', 'basil', 'basic']","['XXXXY', 'YGGYX', 'GGGGX', 'GGGGG']","[120, 5, 2, 2]"
101,3,"['tores', 'sassy', 'salad']","['XXXXY', 'GGYYX', 'GGGGG']","[120, 2, 2]"
102,4,"['tores', 'elate', 'abate', 'agate']","['YXXYX', 'YXGGG', 'GXGGG', 'GGGGG']","[69, 2, 1, 1]"
103,5,"['tores', 'sassy', 'slyly', 'spiny', 'spicy']","['XXXXY', 'GXYYG', 'GXYXG', 'GGGXG', 'GGGGG']","[120, 12, 5, 2, 2]"
104,3,"['tores', 'scrum', 'spray']","['XXGXY', 'GXGXX', 'GGGGG']","[12, 2, 2]"
105,3,"['tores', 'sense', 'essay']","['XXXYY', 'YYXYY', 'GGGGG']","[72, 1, 1]"
106,3,"['tores', 'brood', 'fjord']","['XYYXX', 'XYGYG', 'GGGGG']","[74, 2, 2]"
107,3,"['tores', 'sense', 'spend']","['XXXYY', 'GYYYY', 'GGGGG']","[72, 2, 2]"
108,4,"['tores', 'melee', 'beech', 'kebab']","['XXXYX', 'XGXYY', 'YGYXX', 'GGGGG']","[196, 26, 2, 2]"
109,4,"['tores', 'canny', 'fluid', 'guild']","['XXXXX', 'XXXXX', 'XYYYG', 'GGGGG']","[246, 17, 2, 2]"
110,4,"['tores', 'canny', 'black', 'aback']","['XXXXX', 'YYXXX', 'YXGGG', 'GGGGG']","[246, 7, 1, 1]"
