steps,words,feedback,ncands
3,"['soare', 'tepid', 'tiger']","['XXXYY', 'GYXYX', 'GGGGG']","[117, 2, 2]"
3,"['soare', 'linty', 'banal']","['XXYXX', 'YXGXX', 'GGGGG']","[138, 3, 3]"
3,"['soare', 'glint', 'slump']","['GXXXX', 'XGXXX', 'GGGGG']","[63, 3, 3]"
3,"['soare', 'clint', 'crank']","['XXGYX', 'GXXGX', 'GGGGG']","[40, 1, 1]"
3,"['soare', 'forge', 'gorge']","['XGXYG', 'XGGGG', 'GGGGG']","[9, 1, 1]"
4,"['soare', 'ferry', 'entry', 'query']","['XXXGY', 'XYYGG', 'YXXGG', 'GGGGG']","[14, 3, 1, 1]"
4,"['soare', 'cling', 'brink', 'drink']","['XXXYX', 'XXGGX', 'XGGGG', 'GGGGG']","[57, 4, 1, 1]"
3,"['soare', 'vapor', 'favor']","['XYYYX', 'YGXGG', 'GGGGG']","[27, 1, 1]"
3,"['soare', 'intel', 'abbey']","['XXYXY', 'XXXGX', 'GGGGG']","[68, 2, 2]"
3,"['soare', 'linty', 'tangy']","['XXYXX', 'XXGYG', 'GGGGG']","[138, 1, 1]"
4,"['soare', 'linty', 'mania', 'panic']","['XXYXX', 'XYGXX', 'XGGGY', 'GGGGG']","[138, 3, 1, 1]"
2,"['soare', 'solar']","['GGYYX', 'GGGGG']","[2, 2]"
2,"['soare', 'shire']","['GXXGG', 'GGGGG']","[2, 2]"
5,"['soare', 'ungot', 'crowd', 'broil', 'proxy']","['XYXYX', 'XXXYX', 'XGGXX', 'XGGXX', 'GGGGG']","[59, 9, 2, 1, 1]"
4,"['soare', 'glout', 'joint', 'point']","['XGXXX', 'XXYXG', 'XGGGG', 'GGGGG']","[87, 3, 1, 1]"
4,"['soare', 'derth', 'motor', 'robot']","['XGXYX', 'XXYYX', 'XGYGY', 'GGGGG']","[26, 3, 1, 1]"
4,"['soare', 'cling', 'brick', 'prick']","['XXXYX', 'YXGXX', 'XGGGG', 'GGGGG']","[57, 3, 2, 2]"
4,"['soare', 'glint', 'mince', 'wince']","['XXXXG', 'XXYYX', 'XGGGG', 'GGGGG']","[79, 4, 1, 1]"
4,"['soare', 'cling', 'crick', 'crimp']","['XXXYX', 'GXGXX', 'GGGYX', 'GGGGG']","[57, 2, 1, 1]"
3,"['soare', 'clint', 'knoll']","['XYXXX', 'XYXYX', 'GGGGG']","[56, 2, 2]"
3,"['soare', 'satyr', 'sugar']","['GXYYX', 'GYXXG', 'GGGGG']","[8, 1, 1]"
