steps,words,feedback,ncands
3,"['arles', 'skint', 'boost']","['XXXXY', 'YXXXG', 'GGGGG']","[114, 3, 3]"
3,"['arles', 'cross', 'truss']","['XGXXG', 'XGXGG', 'GGGGG']","[4, 1, 1]"
3,"['arles', 'point', 'siege']","['XXXYY', 'XXYXX', 'GGGGG']","[67, 4, 4]"
3,"['arles', 'topic', 'tiger']","['XYXGX', 'GXXYX', 'GGGGG']","[78, 2, 2]"
4,"['arles', 'canto', 'lanky', 'banal']","['YXYXX', 'XGGXX', 'YGGXX', 'GGGGG']","[68, 3, 1, 1]"
3,"['arles', 'plouk', 'slump']","['XXYXY', 'YGXYX', 'GGGGG']","[31, 1, 1]"
3,"['arles', 'coign', 'crank']","['YGXXX', 'GXXXY', 'GGGGG']","[40, 1, 1]"
4,"['arles', 'certy', 'forge', 'gorge']","['XYXYX', 'XYGXX', 'XGGGG', 'GGGGG']","[64, 6, 1, 1]"
5,"['arles', 'certy', 'every', 'fiery', 'query']","['XYXYX', 'XYYXG', 'YXGGG', 'XXGGG', 'GGGGG']","[64, 3, 2, 1, 1]"
4,"['arles', 'puton', 'bring', 'drink']","['XGXXX', 'XXXXY', 'XGGGX', 'GGGGG']","[65, 6, 1, 1]"
4,"['arles', 'doric', 'major', 'favor']","['YYXXX', 'XYYXX', 'XGXGG', 'GGGGG']","[65, 8, 3, 3]"
3,"['arles', 'annex', 'abbey']","['GXXGX', 'GXXGX', 'GGGGG']","[3, 1, 1]"
3,"['arles', 'canty', 'tangy']","['YXXXX', 'XGGYG', 'GGGGG']","[119, 1, 1]"
4,"['arles', 'canty', 'manic', 'panic']","['YXXXX', 'YGGXX', 'XGGGG', 'GGGGG']","[119, 2, 1, 1]"
2,"['arles', 'solar']","['YYGXY', 'GGGGG']","[1, 1]"
3,"['arles', 'seton', 'shire']","['XYXYY', 'GYXXX', 'GGGGG']","[26, 4, 4]"
4,"['arles', 'puton', 'primo', 'proxy']","['XGXXX', 'GXXYX', 'GGXXY', 'GGGGG']","[65, 2, 1, 1]"
4,"['arles', 'notum', 'joint', 'point']","['XXXXX', 'YGYXX', 'XGGGG', 'GGGGG']","[205, 4, 1, 1]"
4,"['arles', 'cyton', 'throb', 'robot']","['XYXXX', 'XXYGX', 'YXYGY', 'GGGGG']","[74, 4, 1, 1]"
3,"['arles', 'puton', 'prick']","['XGXXX', 'GXXXX', 'GGGGG']","[65, 2, 2]"
5,"['arles', 'unite', 'binge', 'mince', 'wince']","['XXXYX', 'XYYXG', 'XGGXG', 'XGGGG', 'GGGGG']","[130, 7, 2, 1, 1]"
3,"['arles', 'puton', 'crimp']","['XGXXX', 'YXXXX', 'GGGGG']","[65, 1, 1]"
