steps,words,feedback,ncands
5,"['tares', 'pouch', 'dusty', 'gusty', 'lusty']","['YXXXY', 'XXYXX', 'XGGGG', 'XGGGG', 'GGGGG']","[55, 4, 3, 2, 2]"
4,"['tares', 'colin', 'wooly', 'loopy']","['XXXXX', 'XGYXX', 'XGGYG', 'GGGGG']","[227, 7, 1, 1]"
4,"['tares', 'coign', 'donor', 'round']","['XXYXX', 'XGXXY', 'YGYYY', 'GGGGG']","[93, 3, 1, 1]"
3,"['tares', 'aloud', 'audit']","['YYXXX', 'GXXYY', 'GGGGG']","[29, 1, 1]"
4,"['tares', 'colin', 'blind', 'lying']","['XXXXX', 'XXYYY', 'XYGGX', 'GGGGG']","[227, 5, 1, 1]"
3,"['tares', 'mincy', 'gamma']","['XGXXX', 'YXXXX', 'GGGGG']","[66, 1, 1]"
3,"['tares', 'bidon', 'labor']","['XGYXX', 'YXXGX', 'GGGGG']","[27, 1, 1]"
3,"['tares', 'sleet', 'islet']","['YXXGY', 'YYYGG', 'GGGGG']","[11, 1, 1]"
3,"['tares', 'colin', 'civic']","['XXXXX', 'GXXGX', 'GGGGG']","[227, 2, 2]"
3,"['tares', 'poncy', 'forge']","['XXGYX', 'XGXXX', 'GGGGG']","[26, 3, 3]"
3,"['tares', 'cymol', 'corny']","['XXGXX', 'GYXYX', 'GGGGG']","[27, 1, 1]"
3,"['tares', 'hoing', 'moult']","['YXXXX', 'XGXXX', 'GGGGG']","[78, 6, 6]"
3,"['tares', 'pylon', 'basic']","['XGXXY', 'XXXXX', 'GGGGG']","[24, 1, 1]"
3,"['tares', 'pylon', 'salad']","['XGXXY', 'XXGXX', 'GGGGG']","[24, 2, 2]"
4,"['tares', 'leapt', 'abate', 'agate']","['YYXYX', 'XYGXY', 'GXGGG', 'GGGGG']","[30, 3, 1, 1]"
3,"['tares', 'plink', 'spicy']","['XXXXY', 'YXGXX', 'GGGGG']","[94, 1, 1]"
3,"['tares', 'scram', 'spray']","['XYGXY', 'GXGGX', 'GGGGG']","[3, 1, 1]"
3,"['tares', 'spule', 'essay']","['XYXYY', 'YXXXY', 'GGGGG']","[28, 1, 1]"
4,"['tares', 'coign', 'droop', 'fjord']","['XXYXX', 'XYXXX', 'YYGYX', 'GGGGG']","[93, 16, 1, 1]"
4,"['tares', 'poilu', 'speck', 'spend']","['XXXYY', 'YXXXX', 'GGGXX', 'GGGGG']","[61, 2, 1, 1]"
3,"['tares', 'gland', 'kebab']","['XYXYX', 'XXYXX', 'GGGGG']","[81, 5, 5]"
4,"['tares', 'colin', 'blimp', 'guild']","['XXXXX', 'XXYYX', 'XYGXX', 'GGGGG']","[227, 7, 2, 2]"
3,"['tares', 'colin', 'aback']","['XYXXX', 'YXXXX', 'GGGGG']","[98, 3, 3]"
3,"['tares', 'biont', 'motor']","['YXYXX', 'XXYXY', 'GGGGG']","[21, 2, 2]"
3,"['tares', 'gland', 'alone']","['XYXYX', 'XGYGX', 'GGGGG']","[81, 1, 1]"
4,"['tares', 'clift', 'batch', 'hatch']","['YGXXX', 'YXXXY', 'XGGGG', 'GGGGG']","[32, 5, 4, 4]"
3,"['tares', 'viold', 'hyper']","['XXYGX', 'XXXXX', 'GGGGG']","[96, 17, 17]"
3,"['tares', 'ching', 'thumb']","['GXXXX', 'XGXXX', 'GGGGG']","[21, 2, 2]"
3,"['tares', 'coign', 'dowry']","['XXYXX', 'XGXXX', 'GGGGG']","[93, 3, 3]"
3,"['tares', 'hoing', 'ought']","['YXXXX', 'YYXXY', 'GGGGG']","[78, 1, 1]"
4,"['tares', 'lingo', 'belle', 'belch']","['XXXYX', 'YXXXX', 'GGGYY', 'GGGGG']","[147, 15, 1, 1]"
4,"['tares', 'hoing', 'butch', 'dutch']","['YXXXX', 'YXXXX', 'XGGGG', 'GGGGG']","[78, 2, 1, 1]"
3,"['tares', 'hoing', 'pilot']","['YXXXX', 'XYYXX', 'GGGGG']","[78, 4, 4]"
4,"['tares', 'tenet', 'towel', 'tweed']","['GXXGX', 'GYXGY', 'GXYGX', 'GGGGG']","[8, 4, 1, 1]"
3,"['tares', 'motel', 'comet']","['YXXGX', 'YGYGX', 'GGGGG']","[14, 1, 1]"
6,"['tares', 'clift', 'daunt', 'gaunt', 'haunt', 'jaunt']","['YGXXX', 'XXXXG', 'XGGGG', 'XGGGG', 'XGGGG', 'GGGGG']","[32, 6, 4, 3, 2, 2]"
3,"['tares', 'gland', 'enema']","['XYXYX', 'XXYYX', 'GGGGG']","[81, 4, 4]"
3,"['tares', 'sleet', 'steed']","['YXXGY', 'GXGGY', 'GGGGG']","[11, 2, 2]"
3,"['tares', 'amass', 'abyss']","['XYXXG', 'GXYGG', 'GGGGG']","[6, 1, 1]"
4,"['tares', 'coign', 'glory', 'growl']","['XXYXX', 'XYXYX', 'GYGYX', 'GGGGG']","[93, 4, 1, 1]"
4,"['tares', 'colin', 'blind', 'fling']","['XXXXX', 'XXYYY', 'XGGGX', 'GGGGG']","[227, 5, 1, 1]"
3,"['tares', 'indol', 'dozen']","['XXXGX', 'XYYYX', 'GGGGG']","[56, 1, 1]"
5,"['tares', 'colin', 'goody', 'booby', 'boozy']","['XXXXX', 'XGXXX', 'XGGXG', 'GGGYG', 'GGGGG']","[227, 16, 3, 1, 1]"
3,"['tares', 'crudo', 'erode']","['XXYYX', 'XGXGY', 'GGGGG']","[57, 1, 1]"
3,"['tares', 'cymol', 'world']","['XXGXX', 'XXXYY', 'GGGGG']","[27, 1, 1]"
4,"['tares', 'lingo', 'dodge', 'gouge']","['XXXYX', 'XXXGY', 'XGXGG', 'GGGGG']","[147, 2, 1, 1]"
4,"['tares', 'colin', 'child', 'click']","['XXXXX', 'GXYYX', 'GXGYX', 'GGGGG']","[227, 6, 3, 3]"
4,"['tares', 'brond', 'brawl', 'briar']","['XYYXX', 'GGXXX', 'GGYXX', 'GGGGG']","[70, 2, 1, 1]"
3,"['tares', 'alert', 'great']","['YYYYX', 'YXGYG', 'GGGGG']","[9, 1, 1]"
3,"['tares', 'craft', 'altar']","['YYYXX', 'XYYXY', 'GGGGG']","[12, 2, 2]"
4,"['tares', 'colin', 'bully', 'pulpy']","['XXXXX', 'XXGXX', 'XGGYG', 'GGGGG']","[227, 6, 1, 1]"
3,"['tares', 'biont', 'blurt']","['YXYXX', 'GXXXG', 'GGGGG']","[21, 1, 1]"
3,"['tares', 'clint', 'coast']","['YYXXY', 'GXXXG', 'GGGGG']","[23, 1, 1]"
3,"['tares', 'colin', 'duchy']","['XXXXX', 'YXXXX', 'GGGGG']","[227, 2, 2]"
3,"['tares', 'coign', 'groin']","['XXYXX', 'XYYYG', 'GGGGG']","[93, 1, 1]"
5,"['tares', 'viold', 'finer', 'fiber', 'fixer']","['XXYGX', 'XGXXX', 'GGXGG', 'GGXGG', 'GGGGG']","[96, 8, 2, 1, 1]"
5,"['tares', 'coign', 'glory', 'groom', 'group']","['XXYXX', 'XYXYX', 'GXGYX', 'GGGYX', 'GGGGG']","[93, 4, 2, 1, 1]"
3,"['tares', 'crudo', 'rogue']","['XXYYX', 'XYYXY', 'GGGGG']","[57, 1, 1]"
3,"['tares', 'mincy', 'badly']","['XGXXX', 'XXXXG', 'GGGGG']","[66, 11, 11]"
2,"['tares', 'smart']","['YYYXY', 'GGGGG']","[6, 6]"
4,"['tares', 'hoing', 'width', 'pithy']","['YXXXX', 'YXYXX', 'XGXYY', 'GGGGG']","[78, 8, 1, 1]"
4,"['tares', 'mincy', 'badly', 'gaudy']","['XGXXX', 'XXXXG', 'XGYXG', 'GGGGG']","[66, 11, 1, 1]"
5,"['tares', 'colin', 'child', 'chili', 'chill']","['XXXXX', 'GXYYX', 'GGGGX', 'GGGGY', 'GGGGG']","[227, 6, 2, 1, 1]"
3,"['tares', 'poncy', 'heron']","['XXGYX', 'XYYXX', 'GGGGG']","[26, 1, 1]"
4,"['tares', 'colin', 'dogma', 'vodka']","['XYXXX', 'XGXXX', 'YGXXG', 'GGGGG']","[98, 3, 1, 1]"
3,"['tares', 'viold', 'finer']","['XXYGX', 'XGXXX', 'GGGGG']","[96, 8, 8]"
5,"['tares', 'scree', 'shrew', 'siren', 'surer']","['XXGGY', 'GXGGY', 'GXGGX', 'GXGGX', 'GGGGG']","[6, 3, 2, 1, 1]"
3,"['tares', 'bidon', 'radio']","['XGYXX', 'XYGYX', 'GGGGG']","[27, 1, 1]"
3,"['tares', 'crudo', 'rouge']","['XXYYX', 'XYGXY', 'GGGGG']","[57, 1, 1]"
3,"['tares', 'poncy', 'perch']","['XXGYX', 'GXXGX', 'GGGGG']","[26, 1, 1]"
3,"['tares', 'recut', 'retch']","['YXYYX', 'GGYXY', 'GGGGG']","[19, 1, 1]"
4,"['tares', 'recut', 'write', 'wrote']","['YXYYX', 'YYXXY', 'GGXGG', 'GGGGG']","[19, 3, 1, 1]"
3,"['tares', 'colin', 'clock']","['XXXXX', 'GYYXX', 'GGGGG']","[227, 2, 2]"
3,"['tares', 'tithe', 'tilde']","['GXXYX', 'GGYXG', 'GGGGG']","[14, 1, 1]"
3,"['tares', 'crest', 'store']","['YXYYY', 'XYYYY', 'GGGGG']","[4, 1, 1]"
5,"['tares', 'crudo', 'probe', 'prone', 'prove']","['XXYYX', 'XGXXY', 'GGGXG', 'GGGXG', 'GGGGG']","[57, 7, 2, 1, 1]"
3,"['tares', 'coign', 'bring']","['XXYXX', 'XXGYY', 'GGGGG']","[93, 3, 3]"
4,"['tares', 'poilu', 'loose', 'solve']","['XXXYY', 'XGXYX', 'YGYYG', 'GGGGG']","[61, 2, 1, 1]"
3,"['tares', 'leapt', 'cheat']","['YYXYX', 'XYYXG', 'GGGGG']","[30, 3, 3]"
4,"['tares', 'crudo', 'prime', 'grime']","['XXYYX', 'XGXXX', 'XGGGG', 'GGGGG']","[57, 6, 1, 1]"
3,"['tares', 'lucid', 'exult']","['YXXYX', 'YYXXX', 'GGGGG']","[41, 2, 2]"
4,"['tares', 'sower', 'miser', 'usher']","['XXYGY', 'YXXGG', 'XXYGG', 'GGGGG']","[15, 3, 1, 1]"
4,"['tares', 'lingo', 'choke', 'epoch']","['XXXYX', 'XXXXY', 'YYGXY', 'GGGGG']","[147, 7, 1, 1]"
3,"['tares', 'trial', 'triad']","['GYYXX', 'GGGGX', 'GGGGG']","[10, 1, 1]"
3,"['tares', 'beard', 'break']","['XYYYX', 'GYYYX', 'GGGGG']","[54, 1, 1]"
3,"['tares', 'coign', 'rhino']","['XXYXX', 'XYGXY', 'GGGGG']","[93, 1, 1]"
4,"['tares', 'moral', 'rural', 'viral']","['XYGXX', 'XXGGG', 'YXGGG', 'GGGGG']","[12, 2, 1, 1]"
3,"['tares', 'colin', 'conic']","['XXXXX', 'GGXGY', 'GGGGG']","[227, 1, 1]"
4,"['tares', 'lapse', 'cause', 'masse']","['XGXYY', 'XGXGG', 'XGXGG', 'GGGGG']","[7, 2, 1, 1]"
4,"['tares', 'plink', 'bison', 'sonic']","['XXXXY', 'XXYYX', 'XYYYY', 'GGGGG']","[94, 2, 1, 1]"
3,"['tares', 'aloud', 'vital']","['YYXXX', 'YYXXX', 'GGGGG']","[29, 1, 1]"
3,"['tares', 'trade', 'trace']","['GYYYX', 'GGGXG', 'GGGGG']","[5, 1, 1]"
4,"['tares', 'plink', 'suing', 'using']","['XXXXY', 'XXGGX', 'YYGGG', 'GGGGG']","[94, 4, 1, 1]"
4,"['tares', 'gland', 'beach', 'peach']","['XYXYX', 'XXGXX', 'XGGGG', 'GGGGG']","[81, 10, 1, 1]"
4,"['tares', 'colin', 'chaff', 'champ']","['XYXXX', 'GXXXX', 'GGGXX', 'GGGGG']","[98, 2, 1, 1]"
4,"['tares', 'clift', 'batty', 'baton']","['YGXXX', 'XXXXY', 'GGGYX', 'GGGGG']","[32, 4, 1, 1]"
4,"['tares', 'beard', 'brace', 'brake']","['XYYYX', 'GYGYX', 'GGGXG', 'GGGGG']","[54, 3, 2, 2]"
4,"['tares', 'colin', 'lucky', 'pluck']","['XXXXX', 'YXYXX', 'YYYYX', 'GGGGG']","[227, 2, 1, 1]"
5,"['tares', 'beard', 'crave', 'crane', 'craze']","['XYYYX', 'XYGYX', 'GGGXG', 'GGGXG', 'GGGGG']","[54, 8, 2, 1, 1]"
4,"['tares', 'crudo', 'prime', 'gripe']","['XXYYX', 'XGXXX', 'YGGXG', 'GGGGG']","[57, 6, 1, 1]"
5,"['tares', 'beard', 'learn', 'rearm', 'weary']","['XYYYX', 'XGGGX', 'XGGGX', 'YGGGX', 'GGGGG']","[54, 5, 2, 1, 1]"
4,"['tares', 'colin', 'juicy', 'picky']","['XXXXX', 'YXXYX', 'XXYYG', 'GGGGG']","[227, 4, 1, 1]"
3,"['tares', 'leapt', 'acute']","['YYXYX', 'XYYXY', 'GGGGG']","[30, 2, 2]"
4,"['tares', 'poncy', 'berry', 'ferry']","['XXGYX', 'XXXXG', 'XGGGG', 'GGGGG']","[26, 5, 2, 2]"
4,"['tares', 'spule', 'cease', 'aside']","['XYXYY', 'YXXXG', 'XYYYG', 'GGGGG']","[28, 4, 1, 1]"
2,"['tares', 'tapir']","['GGYXX', 'GGGGG']","[1, 1]"
3,"['tares', 'trunk', 'troll']","['GXYXX', 'GGXXX', 'GGGGG']","[14, 2, 2]"
4,"['tares', 'colin', 'dying', 'unify']","['XXXXX', 'XXXYY', 'XYGYX', 'GGGGG']","[227, 10, 1, 1]"
3,"['tares', 'cress', 'rebus']","['XXYYG', 'XYYYG', 'GGGGG']","[4, 1, 1]"
4,"['tares', 'pouch', 'foist', 'boost']","['YXXXY', 'XGXXX', 'XGXGG', 'GGGGG']","[55, 5, 1, 1]"
2,"['tares', 'truss']","['GXYXG', 'GGGGG']","[1, 1]"
3,"['tares', 'poilu', 'siege']","['XXXYY', 'XXYXX', 'GGGGG']","[61, 5, 5]"
3,"['tares', 'tried', 'tiger']","['GXYGX', 'GYYGX', 'GGGGG']","[6, 2, 2]"
3,"['tares', 'mincy', 'banal']","['XGXXX', 'XXGXX', 'GGGGG']","[66, 2, 2]"
4,"['tares', 'plink', 'sloop', 'slump']","['XXXXY', 'YGXXX', 'GGXXG', 'GGGGG']","[94, 2, 1, 1]"
3,"['tares', 'brond', 'crank']","['XYYXX', 'XGXGX', 'GGGGG']","[70, 3, 3]"
4,"['tares', 'poncy', 'forge', 'gorge']","['XXGYX', 'XGXXX', 'XGGGG', 'GGGGG']","[26, 3, 1, 1]"
4,"['tares', 'crudo', 'femur', 'query']","['XXYYX', 'XYYXX', 'XYXYY', 'GGGGG']","[57, 4, 1, 1]"
4,"['tares', 'coign', 'brink', 'drink']","['XXYXX', 'XXGXY', 'XGGGG', 'GGGGG']","[93, 3, 1, 1]"
4,"['tares', 'bidon', 'valor', 'favor']","['XGYXX', 'XXXGX', 'YGXGG', 'GGGGG']","[27, 6, 1, 1]"
3,"['tares', 'alien', 'abbey']","['XYXGX', 'GXXGX', 'GGGGG']","[7, 1, 1]"
3,"['tares', 'tawny', 'tangy']","['GGXXX', 'GGXYG', 'GGGGG']","[13, 1, 1]"
3,"['tares', 'mincy', 'panic']","['XGXXX', 'XYGYX', 'GGGGG']","[66, 1, 1]"
3,"['tares', 'crash', 'solar']","['XYYXY', 'XYYYX', 'GGGGG']","[15, 3, 3]"
3,"['tares', 'prose', 'shire']","['XXYYY', 'XYXYG', 'GGGGG']","[14, 1, 1]"
5,"['tares', 'coign', 'droop', 'prowl', 'proxy']","['XXYXX', 'XYXXX', 'XGGYY', 'GGGXX', 'GGGGG']","[93, 16, 2, 1, 1]"
4,"['tares', 'hoing', 'joint', 'point']","['YXXXX', 'XGGGX', 'XGGGG', 'GGGGG']","[78, 2, 1, 1]"
3,"['tares', 'biont', 'robot']","['YXYXX', 'YXYXG', 'GGGGG']","[21, 1, 1]"
4,"['tares', 'coign', 'brick', 'prick']","['XXYXX', 'YXGXX', 'XGGGG', 'GGGGG']","[93, 2, 1, 1]"
4,"['tares', 'lingo', 'mince', 'wince']","['XXXYX', 'XGGXX', 'XGGGG', 'GGGGG']","[147, 2, 1, 1]"
4,"['tares', 'coign', 'chirp', 'crimp']","['XXYXX', 'GXGXX', 'GXGYG', 'GGGGG']","[93, 3, 1, 1]"
4,"['tares', 'colin', 'blond', 'knoll']","['XXXXX', 'XYYXY', 'XYGYX', 'GGGGG']","[227, 2, 1, 1]"
4,"['tares', 'crash', 'solar', 'sugar']","['XYYXY', 'XYYYX', 'GXXGG', 'GGGGG']","[15, 3, 1, 1]"
5,"['tares', 'colin', 'aback', 'quack', 'whack']","['XYXXX', 'YXXXX', 'YXGGG', 'XXGGG', 'GGGGG']","[98, 3, 2, 1, 1]"
