steps,words,feedback,ncands
3,"['lores', 'diact', 'belch']","['YXXYX', 'XXXGX', 'GGGGG']","[101, 3, 3]"
4,"['lores', 'hiant', 'butch', 'dutch']","['XXXXX', 'YXXXY', 'XGGGG', 'GGGGG']","[215, 4, 1, 1]"
3,"['lores', 'adbot', 'pilot']","['YYXXX', 'XXXGG', 'GGGGG']","[39, 1, 1]"
3,"['lores', 'daint', 'tweed']","['XXXGX', 'YXXXY', 'GGGGG']","[37, 1, 1]"
3,"['lores', 'women', 'comet']","['XGXGX', 'XGGGX', 'GGGGG']","[16, 1, 1]"
5,"['lores', 'hiant', 'daunt', 'gaunt', 'jaunt']","['XXXXX', 'XXYGG', 'XGGGG', 'XGGGG', 'GGGGG']","[215, 5, 4, 3, 3]"
4,"['lores', 'haint', 'vegan', 'enema']","['XXXYX', 'XYXYX', 'XYXYY', 'GGGGG']","[163, 6, 1, 1]"
3,"['lores', 'steep', 'steed']","['XXXGY', 'GGGGX', 'GGGGG']","[20, 1, 1]"
3,"['lores', 'minus', 'abyss']","['XXXXG', 'XXXXG', 'GGGGG']","[8, 1, 1]"
4,"['lores', 'floor', 'droll', 'growl']","['YYYXX', 'XYGYY', 'XGGYG', 'GGGGG']","[11, 5, 3, 3]"
3,"['lores', 'cabin', 'fling']","['YXXXX', 'XXXYY', 'GGGGG']","[130, 4, 4]"
4,"['lores', 'women', 'coven', 'dozen']","['XGXGX', 'XGXGG', 'XGXGG', 'GGGGG']","[16, 3, 2, 2]"
5,"['lores', 'dancy', 'booty', 'booby', 'boozy']","['XGXXX', 'XXXXG', 'GGGXG', 'GGGYG', 'GGGGG']","[76, 10, 2, 1, 1]"
3,"['lores', 'dropt', 'erode']","['XYYYX', 'YGGXX', 'GGGGG']","[24, 1, 1]"
3,"['lores', 'coral', 'world']","['YGGXX', 'XGGXY', 'GGGGG']","[3, 1, 1]"
3,"['lores', 'vogue', 'gouge']","['XGXYX', 'XGYYG', 'GGGGG']","[7, 1, 1]"
4,"['lores', 'cabin', 'child', 'click']","['YXXXX', 'GXXYX', 'GXGYX', 'GGGGG']","[130, 5, 2, 2]"
3,"['lores', 'daint', 'briar']","['XXYXX', 'XYGXX', 'GGGGG']","[109, 2, 2]"
3,"['lores', 'diact', 'great']","['XXYYX', 'XXYXG', 'GGGGG']","[111, 3, 3]"
3,"['lores', 'triad', 'altar']","['YXYXX', 'YYXGX', 'GGGGG']","[27, 1, 1]"
4,"['lores', 'cabin', 'fully', 'pulpy']","['YXXXX', 'XXXXX', 'XGGYG', 'GGGGG']","[130, 7, 1, 1]"
3,"['lores', 'triad', 'blurt']","['YXYXX', 'YYXXX', 'GGGGG']","[27, 1, 1]"
3,"['lores', 'ambit', 'coast']","['XGXXY', 'YXXXG', 'GGGGG']","[21, 2, 2]"
4,"['lores', 'hiant', 'chuck', 'duchy']","['XXXXX', 'YXXXX', 'YYYYX', 'GGGGG']","[215, 3, 1, 1]"
3,"['lores', 'canid', 'groin']","['XYYXX', 'XXYGX', 'GGGGG']","[78, 1, 1]"
5,"['lores', 'daint', 'river', 'fiber', 'fixer']","['XXYGX', 'XXYXX', 'YGXGG', 'GGXGG', 'GGGGG']","[93, 7, 3, 1, 1]"
4,"['lores', 'canid', 'tumor', 'group']","['XYYXX', 'XXXXX', 'XYXYY', 'GGGGG']","[78, 15, 1, 1]"
2,"['lores', 'rogue']","['XGYYX', 'GGGGG']","[3, 3]"
3,"['lores', 'cabin', 'badly']","['YXXXX', 'XGYXX', 'GGGGG']","[130, 2, 2]"
3,"['lores', 'shakt', 'smart']","['XXYXY', 'GXGXG', 'GGGGG']","[38, 2, 2]"
4,"['lores', 'hiant', 'width', 'pithy']","['XXXXX', 'YGXXY', 'XGXYY', 'GGGGG']","[215, 6, 1, 1]"
4,"['lores', 'hiant', 'gawky', 'gaudy']","['XXXXX', 'XXYXX', 'GGXXG', 'GGGGG']","[215, 18, 1, 1]"
5,"['lores', 'cabin', 'child', 'chili', 'chill']","['YXXXX', 'GXXYX', 'GGGGX', 'GGGGY', 'GGGGG']","[130, 5, 2, 1, 1]"
3,"['lores', 'error', 'heron']","['XYGYX', 'YYGGY', 'GGGGG']","[2, 1, 1]"
3,"['lores', 'dancy', 'vodka']","['XGXXX', 'YYXXX', 'GGGGG']","[76, 1, 1]"
3,"['lores', 'daint', 'finer']","['XXYGX', 'XXYYX', 'GGGGG']","[93, 6, 6]"
5,"['lores', 'scree', 'shrew', 'siren', 'surer']","['XXGGY', 'GXGGY', 'GXGGX', 'GXGGX', 'GGGGG']","[6, 3, 2, 1, 1]"
3,"['lores', 'canid', 'radio']","['XYYXX', 'XGXGY', 'GGGGG']","[78, 1, 1]"
3,"['lores', 'rogue', 'rouge']","['XGYYX', 'GGYYG', 'GGGGG']","[3, 1, 1]"
3,"['lores', 'canty', 'perch']","['XXGYX', 'YXXXX', 'GGGGG']","[25, 1, 1]"
3,"['lores', 'diact', 'retch']","['XXYYX', 'XXXGY', 'GGGGG']","[111, 2, 2]"
4,"['lores', 'dropt', 'trove', 'wrote']","['XYYYX', 'XGGXY', 'YGGXG', 'GGGGG']","[24, 2, 1, 1]"
3,"['lores', 'adbot', 'clock']","['YYXXX', 'XXXYX', 'GGGGG']","[39, 6, 6]"
3,"['lores', 'diact', 'tilde']","['YXXYX', 'YGXXY', 'GGGGG']","[101, 1, 1]"
6,"['lores', 'prose', 'score', 'shore', 'snore', 'store']","['XYYYY', 'XYGYG', 'GXGGG', 'GXGGG', 'GXGGG', 'GGGGG']","[8, 5, 4, 3, 2, 2]"
5,"['lores', 'dropt', 'probe', 'prone', 'prove']","['XYYYX', 'XGGYX', 'GGGXG', 'GGGXG', 'GGGGG']","[24, 3, 2, 1, 1]"
3,"['lores', 'daint', 'bring']","['XXYXX', 'XXGGX', 'GGGGG']","[109, 4, 4]"
2,"['lores', 'solve']","['YGXYY', 'GGGGG']","[1, 1]"
3,"['lores', 'haint', 'cheat']","['XXXYX', 'YYXXG', 'GGGGG']","[163, 2, 2]"
4,"['lores', 'diact', 'prime', 'grime']","['XXYYX', 'XYXXX', 'XGGGG', 'GGGGG']","[111, 8, 1, 1]"
3,"['lores', 'diact', 'exult']","['YXXYX', 'XXXXG', 'GGGGG']","[101, 2, 2]"
5,"['lores', 'sneer', 'miser', 'ester', 'usher']","['XXYGY', 'YXYGG', 'XXYGG', 'YGXGG', 'GGGGG']","[16, 5, 2, 1, 1]"
3,"['lores', 'anode', 'epoch']","['XYXYX', 'XXGXY', 'GGGGG']","[35, 2, 2]"
3,"['lores', 'daint', 'triad']","['XXYXX', 'YYGXY', 'GGGGG']","[109, 1, 1]"
3,"['lores', 'diact', 'break']","['XXYYX', 'XXYXX', 'GGGGG']","[111, 11, 11]"
4,"['lores', 'canid', 'intro', 'rhino']","['XYYXX', 'XXYYX', 'YYXYG', 'GGGGG']","[78, 3, 1, 1]"
3,"['lores', 'burly', 'viral']","['YXGXX', 'XXGYX', 'GGGGG']","[6, 1, 1]"
3,"['lores', 'dancy', 'conic']","['XGXXX', 'XXGYX', 'GGGGG']","[76, 3, 3]"
4,"['lores', 'spait', 'abuse', 'masse']","['XXXYY', 'YXYXX', 'YXXGG', 'GGGGG']","[88, 5, 1, 1]"
3,"['lores', 'ambit', 'sonic']","['XGXXY', 'XXXGX', 'GGGGG']","[21, 1, 1]"
4,"['lores', 'cabin', 'tidal', 'vital']","['YXXXX', 'XYXYX', 'YGXGG', 'GGGGG']","[130, 4, 1, 1]"
3,"['lores', 'diact', 'trace']","['XXYYX', 'XXGGY', 'GGGGG']","[111, 1, 1]"
4,"['lores', 'hiant', 'suing', 'using']","['XXXXY', 'XYXGX', 'YYGGG', 'GGGGG']","[122, 4, 1, 1]"
4,"['lores', 'haint', 'beach', 'peach']","['XXXYX', 'YYXXX', 'XGGGG', 'GGGGG']","[163, 5, 1, 1]"
4,"['lores', 'hiant', 'chaff', 'champ']","['XXXXX', 'YXGXX', 'GGGXX', 'GGGGG']","[215, 3, 1, 1]"
2,"['lores', 'baton']","['XYXXX', 'GGGGG']","[60, 60]"
4,"['lores', 'diact', 'grave', 'brake']","['XXYYX', 'XXGXX', 'XGGXG', 'GGGGG']","[111, 10, 2, 2]"
4,"['lores', 'cabin', 'gulch', 'pluck']","['YXXXX', 'YXXXX', 'XYYGX', 'GGGGG']","[130, 3, 1, 1]"
5,"['lores', 'diact', 'crane', 'crave', 'craze']","['XXYYX', 'XXGYX', 'GGGXG', 'GGGXG', 'GGGGG']","[111, 3, 2, 1, 1]"
4,"['lores', 'diact', 'prime', 'gripe']","['XXYYX', 'XYXXX', 'YGGXG', 'GGGGG']","[111, 8, 1, 1]"
4,"['lores', 'diact', 'grave', 'weary']","['XXYYX', 'XXGXX', 'XYGXY', 'GGGGG']","[111, 10, 3, 3]"
5,"['lores', 'hiant', 'giddy', 'fizzy', 'picky']","['XXXXX', 'XGXXX', 'XGXXG', 'XGXXG', 'GGGGG']","[215, 11, 4, 2, 2]"
4,"['lores', 'haint', 'abate', 'acute']","['XXXYX', 'XYXXY', 'GXYGG', 'GGGGG']","[163, 5, 1, 1]"
4,"['lores', 'canty', 'berry', 'ferry']","['XXGYX', 'XXXXG', 'XGGGG', 'GGGGG']","[25, 6, 2, 2]"
3,"['lores', 'spait', 'aside']","['XXXYY', 'YXYYX', 'GGGGG']","[88, 1, 1]"
3,"['lores', 'daint', 'tapir']","['XXYXX', 'XGYXY', 'GGGGG']","[109, 1, 1]"
4,"['lores', 'floor', 'droll', 'troll']","['YYYXX', 'XYGYY', 'XGGGG', 'GGGGG']","[11, 5, 1, 1]"
4,"['lores', 'hiant', 'undid', 'unify']","['XXXXX', 'XYXYX', 'GGXYX', 'GGGGG']","[215, 6, 1, 1]"
3,"['lores', 'cress', 'rebus']","['XXYYG', 'XYYYG', 'GGGGG']","[4, 1, 1]"
3,"['lores', 'ambit', 'boost']","['XGXXY', 'XXYXG', 'GGGGG']","[21, 1, 1]"
3,"['lores', 'brass', 'truss']","['XXYXG', 'XGXGG', 'GGGGG']","[4, 1, 1]"
4,"['lores', 'spait', 'shine', 'siege']","['XXXYY', 'GXXYX', 'GXYXG', 'GGGGG']","[88, 8, 2, 2]"
3,"['lores', 'daint', 'tiger']","['XXYGX', 'XXYXY', 'GGGGG']","[93, 2, 2]"
3,"['lores', 'cabin', 'banal']","['YXXXX', 'XGYXY', 'GGGGG']","[130, 1, 1]"
4,"['lores', 'stalk', 'slimy', 'slump']","['YXXXY', 'GXXYX', 'GGXGX', 'GGGGG']","[58, 5, 1, 1]"
3,"['lores', 'daint', 'crank']","['XXYXX', 'XYXGX', 'GGGGG']","[109, 3, 3]"
3,"['lores', 'forge', 'gorge']","['XGGYX', 'XGGGG', 'GGGGG']","[6, 1, 1]"
4,"['lores', 'diact', 'revue', 'query']","['XXYYX', 'XXXXX', 'YYXYY', 'GGGGG']","[111, 8, 1, 1]"
3,"['lores', 'daint', 'drink']","['XXYXX', 'GXGGX', 'GGGGG']","[109, 1, 1]"
3,"['lores', 'canid', 'favor']","['XYYXX', 'XGXXX', 'GGGGG']","[78, 5, 5]"
3,"['lores', 'daint', 'abbey']","['XXXGX', 'XYXXX', 'GGGGG']","[37, 1, 1]"
4,"['lores', 'hiant', 'aunty', 'tangy']","['XXXXX', 'XXYYY', 'YXGYG', 'GGGGG']","[215, 3, 1, 1]"
4,"['lores', 'hiant', 'mania', 'panic']","['XXXXX', 'XYYYX', 'XGGGY', 'GGGGG']","[215, 6, 1, 1]"
2,"['lores', 'solar']","['YGYXY', 'GGGGG']","[1, 1]"
3,"['lores', 'shawn', 'shire']","['XXYYY', 'GGXXX', 'GGGGG']","[22, 1, 1]"
4,"['lores', 'canid', 'tumor', 'proxy']","['XYYXX', 'XXXXX', 'XXXYY', 'GGGGG']","[78, 15, 1, 1]"
4,"['lores', 'dancy', 'joint', 'point']","['XGXXX', 'XXYXX', 'XGGGG', 'GGGGG']","[76, 5, 1, 1]"
4,"['lores', 'round', 'rocky', 'robot']","['XGYXX', 'GGXXX', 'GGXXX', 'GGGGG']","[19, 5, 2, 2]"
4,"['lores', 'daint', 'chirp', 'prick']","['XXYXX', 'XXGXX', 'YXGYY', 'GGGGG']","[109, 8, 1, 1]"
4,"['lores', 'haint', 'mince', 'wince']","['XXXYX', 'XXYYX', 'XGGGG', 'GGGGG']","[163, 8, 1, 1]"
4,"['lores', 'daint', 'chirp', 'crimp']","['XXYXX', 'XXGXX', 'GXGYG', 'GGGGG']","[109, 8, 1, 1]"
4,"['lores', 'adbot', 'clock', 'knoll']","['YYXXX', 'XXXYX', 'XYGXY', 'GGGGG']","[39, 6, 1, 1]"
3,"['lores', 'shakt', 'sugar']","['XXYXY', 'GXYXX', 'GGGGG']","[38, 1, 1]"
4,"['lores', 'hiant', 'chaff', 'whack']","['XXXXX', 'YXGXX', 'YGGXX', 'GGGGG']","[215, 3, 1, 1]"
