,steps,words,feedback,ncands
152,4,"['tales', 'noria', 'mocha', 'vodka']","['XYXXX', 'XGXXG', 'XGXXG', 'GGGGG']","[102, 5, 1, 1]"
153,3,"['tales', 'irone', 'finer']","['XXXGX', 'YYXYY', 'GGGGG']","[107, 5, 5]"
154,4,"['tales', 'siren', 'screw', 'surer']","['XXXGY', 'GXGGX', 'GXGGX', 'GGGGG']","[31, 5, 2, 2]"
155,3,"['tales', 'carny', 'radio']","['XGXXX', 'XGYXX', 'GGGGG']","[82, 11, 11]"
156,4,"['tales', 'irone', 'forge', 'rouge']","['XXXYX', 'XYYXG', 'XGYGG', 'GGGGG']","[165, 7, 1, 1]"
157,4,"['tales', 'irone', 'decry', 'perch']","['XXXYX', 'XYXXY', 'XGYYX', 'GGGGG']","[165, 15, 1, 1]"
158,3,"['tales', 'uteri', 'retch']","['YXXYX', 'XYYYX', 'GGGGG']","[52, 4, 4]"
159,4,"['tales', 'uteri', 'retch', 'wrote']","['YXXYX', 'XYYYX', 'YYYXX', 'GGGGG']","[52, 4, 2, 2]"
160,5,"['tales', 'oculi', 'flock', 'block', 'clock']","['XXYXX', 'YYXYX', 'XGGGG', 'XGGGG', 'GGGGG']","[99, 4, 2, 1, 1]"
161,2,"['tales', 'tilde']","['GXGYX', 'GGGGG']","[2, 2]"
162,3,"['tales', 'toise', 'store']","['YXXYY', 'YYXYG', 'GGGGG']","[23, 5, 5]"
163,3,"['tales', 'irone', 'prove']","['XXXYX', 'XGGXG', 'GGGGG']","[165, 8, 8]"
164,3,"['tales', 'irony', 'bring']","['XXXXX', 'YGXGX', 'GGGGG']","[221, 5, 5]"
165,2,"['tales', 'solve']","['XXGYY', 'GGGGG']","[3, 3]"
166,3,"['tales', 'caret', 'cheat']","['YYXYX', 'GYXYG', 'GGGGG']","[24, 1, 1]"
167,4,"['tales', 'irone', 'pride', 'grime']","['XXXYX', 'YGXXG', 'XGGXG', 'GGGGG']","[165, 10, 3, 3]"
168,3,"['tales', 'utile', 'exult']","['YXYYX', 'YYXGY', 'GGGGG']","[11, 1, 1]"
169,3,"['tales', 'siren', 'usher']","['XXXGY', 'YXYGX', 'GGGGG']","[31, 2, 2]"
170,3,"['tales', 'irone', 'epoch']","['XXXYX', 'XXGXY', 'GGGGG']","[165, 2, 2]"
171,3,"['tales', 'train', 'triad']","['GYXXX', 'GGYYX', 'GGGGG']","[14, 1, 1]"
172,3,"['tales', 'acred', 'break']","['XYXYX', 'YXYYX', 'GGGGG']","[83, 17, 17]"
173,3,"['tales', 'irony', 'rhino']","['XXXXX', 'YYYGX', 'GGGGG']","[221, 1, 1]"
174,3,"['tales', 'aloin', 'viral']","['XYYXX', 'YYXYX', 'GGGGG']","[67, 2, 2]"
175,4,"['tales', 'irony', 'dingo', 'conic']","['XXXXX', 'YXYYX', 'XYGXY', 'GGGGG']","[221, 5, 1, 1]"
176,4,"['tales', 'pause', 'raise', 'masse']","['XGXYY', 'XGXGG', 'XGXGG', 'GGGGG']","[6, 2, 1, 1]"
177,3,"['tales', 'yonis', 'sonic']","['XXXXY', 'XGGGY', 'GGGGG']","[88, 1, 1]"
178,3,"['tales', 'aloft', 'vital']","['YYYXX', 'YYXXY', 'GGGGG']","[14, 1, 1]"
179,2,"['tales', 'trace']","['GYXYX', 'GGGGG']","[9, 9]"
180,3,"['tales', 'yonis', 'using']","['XXXXY', 'XXYYY', 'GGGGG']","[88, 4, 4]"
181,3,"['tales', 'acred', 'peach']","['XYXYX', 'YYXYX', 'GGGGG']","[83, 7, 7]"
182,4,"['tales', 'noria', 'whack', 'champ']","['XYXXX', 'XXXXY', 'XGGYX', 'GGGGG']","[102, 5, 2, 2]"
183,3,"['tales', 'chant', 'baton']","['YGXXX', 'XXYYY', 'GGGGG']","[31, 1, 1]"
184,4,"['tales', 'acred', 'break', 'brake']","['XYXYX', 'YXYYX', 'GGYYY', 'GGGGG']","[83, 17, 1, 1]"
185,3,"['tales', 'oculi', 'pluck']","['XXYXX', 'XYGYX', 'GGGGG']","[99, 4, 4]"
186,3,"['tales', 'acred', 'craze']","['XYXYX', 'YYYYX', 'GGGGG']","[83, 9, 9]"
